,verse ref,verse id,family 1,family 2,ms 1,ms 2,transription 1,transription 2,normalized transription 1,normalized transription 2,length 1,length 2,length min,length max,length average,levenshtein,damerau_levenshtein,ratcliff_obershelp,jaro,nw_matches,nw_mismatches,nw_gaps,nw_gap_extensions
303,John 18:23,26877,A,A,Arbache - Sinai ar. 72,NF14++ (A),وان يسوع قال له ان كنت بيسما تكلمت فاشهد على بالبيس ❊ وان كنت نعما تكلمت فلماذا تضربنى ❊,وان يسوع قال له ان كنت بيسما تكلمت فاشهد علي البيس وان كنت نعما تكلمت فلماذا تضربني ⦿,وان يسوع قال له ان كنت بيسما تكلمت فاشهد علا بالبيس وان كنت نعما تكلمت فلماذا تضربنا,وان يسوع قال له ان كنت بيسما تكلمت فاشهد علا البيس وان كنت نعما تكلمت فلماذا تضربنا,84,83,83,84,83.5,98.80952380952381,98.80952380952381,99.40119760479041,92.374258940524,83,0,1,0
304,John 18:24,26878,A,A,Arbache - Sinai ar. 72,NF14++ (A),فبعث به جناس مربوطا الى قيافا راس الكهنه,فبعث به حِناس مربوط الي قيافا راس الكهنه ⦿,فبعث به جناس مربوطا الا قيافا راس الكهنه,فبعث به حناس مربوط الا قيافا راس الكهنه,40,39,39,40,39.5,95.0,95.0,96.20253164556962,90.46108861898334,38,1,1,0
305,John 18:25,26879,A,A,Arbache - Sinai ar. 72,NF14++ (A),وكان سمعان بطرس قايم يتسخن فقالوا له لعلك وانت من تلاميذه انت ❊ فكفر ذلك وقال ليست انا ❊,وكان سمعان بطرس قايم يتسخن فقالوا له لعلك وانت من تلاميذه انت ܀ فكفر ذلك وقال لست انا ⦿,وكان سمعان بطرس قايم يتسخن فقالوا له لعلك وانت من تلاميذه انت فكفر ذلك وقال ليست انا,وكان سمعان بطرس قايم يتسخن فقالوا له لعلك وانت من تلاميذه انت فكفر ذلك وقال لست انا,84,83,83,84,83.5,98.80952380952381,98.80952380952381,99.40119760479041,99.60317460317461,83,0,1,0
306,John 18:26,26880,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),فقال له واحد من عبيد راس الكهنه نسيب للذي قطع بطرس اذنه اليس انا رايتك فى البستان معه ❊,فقال له واحد من عبيد راس الكهنه. نسيب كان للذي قطع بطرس اذنه. اليس انا رايتك فى البستان معه.,فقال له واحد من عبيد راس الكهنه نسيب للذا قطع بطرس اذنه اليس انا رايتك فا البستان معه,فقال له واحد من عبيد راس الكهنه نسيب كان للذا قطع بطرس اذنه اليس انا رايتك فا البستان معه,85,89,85,89,87.0,95.50561797752809,95.50561797752809,97.70114942528735,90.26657854152896,85,0,1,3
307,John 18:27,26881,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),فكفر بطرس ايضا وسوا صاح الديك,فكفر ايضا بطرس. وسوا صاح الديك.,فكفر بطرس ايضا وسوا صاح الديك,فكفر ايضا بطرس وسوا صاح الديك,29,29,29,29,29.0,72.41379310344827,72.41379310344827,82.75862068965517,95.40229885057472,24,0,2,8
308,John 6:34,26360,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),قالوا له يا رب اعطنا هذا الخبز فى كل حين,قالوا له يا رب اعطينا من هذا الخبز فى كل حين.,قالوا له يا رب اعطنا هذا الخبز فا كل حين,قالوا له يا رب اعطينا من هذا الخبز فا كل حين,40,44,40,44,42.0,90.9090909090909,90.9090909090909,95.23809523809523,88.63636363636364,40,0,2,2
309,John 6:35,26361,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),قال لهم يسوع انا هو خبز الحياه والذى ياتى الي لا يجوع والذى يومن بي لا يعطش ابدا,فقال لهم يسوع انا هو خبز الحياه الذي ياتي الي لا يجوع. والذي يومن بي لا يعطش ابدا.,قال لهم يسوع انا هو خبز الحياه والذا ياتا الا لا يجوع والذا يومن با لا يعطش ابدا,فقال لهم يسوع انا هو خبز الحياه الذا ياتا الا لا يجوع والذا يومن با لا يعطش ابدا,80,80,80,80,80.0,97.5,97.5,98.75,92.83755274261604,79,0,2,0
310,Mark 6:14,24490,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),وسمع هروذس الملك لان اسمه كان قد ظهر فقال ان يحنا المصبغ قام من الموتا ولذلك القوات تعمل به ❊,وسمع هروذس الملك لان اسمه كان قد ظهر. فقال ان يحنا المُصبغ قام من الموتا. فلذلك القوات تعمل به.,وسمع هروذس الملك لان اسمه كان قد ظهر فقال ان يحنا المصبغ قام من الموتا ولذلك القوات تعمل به,وسمع هروذس الملك لان اسمه كان قد ظهر فقال ان يحنا المصبغ قام من الموتا فلذلك القوات تعمل به,91,91,91,91,91.0,98.9010989010989,98.9010989010989,98.9010989010989,97.60073260073261,90,1,0,0
311,Mark 6:15,24491,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),اخرين قالوا هو ايلياس ❊ واخرين قالوا انه نبى كواحد من الانبيا ❊,اخرين قالوا انه هو ايلياس. واخرين قالوا انه نبي كواحد من الانبيا.,اخرين قالوا هو ايلياس واخرين قالوا انه نبا كواحد من الانبيا,اخرين قالوا انه هو ايلياس واخرين قالوا انه نبا كواحد من الانبيا,59,63,59,63,61.0,93.65079365079364,93.65079365079364,96.72131147540983,86.01919110393688,59,0,1,3
312,Mark 6:16,24492,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),فلما سمع هروذس قال يحنا الذى انا قطعت راسه هو قام من الموتا,فلما سمع هروذس قال يحنا الذي انا قطعت راسه هو قام من الموتا.,فلما سمع هروذس قال يحنا الذا انا قطعت راسه هو قام من الموتا,فلما سمع هروذس قال يحنا الذا انا قطعت راسه هو قام من الموتا,59,59,59,59,59.0,100.0,100.0,100.0,100.0,59,0,0,0
313,Mark 6:17,24493,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),لان هروذس هو كان بعث فاخذ يحنا واوثقه فى الحبس من اجل هروذياس مره فيلبس اخوه لانه تزوجها ❊,لان هروذس هو كان بعث فاخذ يحنا واوثقه فى الحَبس منجل هروذياس مره فيلبس اخيه. لانه تزوجها.,لان هروذس هو كان بعث فاخذ يحنا واوثقه فا الحبس من اجل هروذياس مره فيلبس اخوه لانه تزوجها,لان هروذس هو كان بعث فاخذ يحنا واوثقه فا الحبس منجل هروذياس مره فيلبس اخيه لانه تزوجها,88,86,86,88,87.0,96.5909090909091,96.5909090909091,97.70114942528735,91.41721593499979,85,1,1,1
314,Mark 6:18,24494,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),لان يحنا كان يقول لهروذس بانه لا يحل لك ان تتخذ مره اخيك ❊,لان يحنا كان يقول لهروذس انه ليس يحِل لك ان تتخذ مره اخيك.,لان يحنا كان يقول لهروذس بانه لا يحل لك ان تتخذ مره اخيك,لان يحنا كان يقول لهروذس انه ليس يحل لك ان تتخذ مره اخيك,56,56,56,56,56.0,94.64285714285714,94.64285714285714,96.42857142857143,96.07583774250442,54,1,2,0
315,Mark 6:19,24495,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),وان هروذياس حقدت عليه وكانت تريد قتله فلم تستطيع,وان هروذياس حِقدت عليه. وكانت تريد قتله ولم تستطيع.,وان هروذياس حقدت عليه وكانت تريد قتله فلم تستطيع,وان هروذياس حقدت عليه وكانت تريد قتله ولم تستطيع,48,48,48,48,48.0,97.91666666666666,97.91666666666666,97.91666666666666,98.6111111111111,47,1,0,0
316,Mark 6:20,24496,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),لان هروذس كان يخاف يحنا لانه كان يعلم انه رجل صديق قديس ❊ وكان يحفظه ويسمع منه ويقبل كثير وباستلذاذ كان يسمع منه ❊,لان هروذس كان يخاف يحَنا. لانه كان يعلم انه رجل صديق قديس. وكان يحفظه ويسمع منه ويقبل كثير وكان باستلذاذ يسمع منه.,لان هروذس كان يخاف يحنا لانه كان يعلم انه رجل صديق قديس وكان يحفظه ويسمع منه ويقبل كثير وباستلذاذ كان يسمع منه,لان هروذس كان يخاف يحنا لانه كان يعلم انه رجل صديق قديس وكان يحفظه ويسمع منه ويقبل كثير وكان باستلذاذ يسمع منه,110,110,110,110,110.0,92.72727272727272,92.72727272727272,96.36363636363636,98.48484848484848,106,0,2,6
317,Matthew 16:1,23742,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),فتقدموا اليه الفريسين والصدوقيين يجربوه ويسلوه ان يريهم علامه من السما ❊,فتقدموا اليه الفريسين والصدوقين[margin: والزنادقه] يجربوه ويسلوه ان يريهم علامه من السما.,فتقدموا اليه الفريسين والصدوقيين يجربوه ويسلوه ان يريهم علامه من السما,فتقدموا اليه الفريسين والصدوقين يجربوه ويسلوه ان يريهم علامه من السما,70,69,69,70,69.5,98.57142857142858,98.57142857142858,99.28057553956835,94.20979986197379,69,0,1,0
318,Matthew 16:2,23743,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),اجاب فقال لهم اذا كان العشى تقولون صحوا لان الشمس مُحماره,اجاب فقال لهم. اذا كان بالعشي تقولون صحوا لان السما مُحماره.,اجاب فقال لهم اذا كان العشا تقولون صحوا لان الشمس محماره,اجاب فقال لهم اذا كان بالعشا تقولون صحوا لان السما محماره,56,57,56,57,56.5,94.73684210526315,94.73684210526315,95.57522123893806,96.11395914027493,54,2,1,0
319,Matthew 16:3,23744,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),وبالغداه اليوم شتا لان السما مُحماره كمده ❊ اما وجه السما فتحسنوا تقضوا اما علامات الزمان فليس تستطيعوا ❊,وبالغداه اليوم شتا لان السما محماره كمده. اما وجه السما فتحسنوا تقضوا واما علامات الزمان فليس تستطيعوا.,وبالغداه اليوم شتا لان السما محماره كمده اما وجه السما فتحسنوا تقضوا اما علامات الزمان فليس تستطيعوا,وبالغداه اليوم شتا لان السما محماره كمده اما وجه السما فتحسنوا تقضوا واما علامات الزمان فليس تستطيعوا,100,101,100,101,100.5,99.00990099009901,99.00990099009901,99.50248756218906,94.66996699669967,100,0,1,0
320,Matthew 16:4,23745,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),ان الجيل السو الفاسق يطلب علامه وليس يُعطا الا علامه يوناس النبى وتركهم ومضا ❊,ان الجيل السو الفاسق يطلب علامه وليس يعطا الا علامه يوناس النبي. فتركهم وذهب.,ان الجيل السو الفاسق يطلب علامه وليس يعطا الا علامه يوناس النبا وتركهم ومضا,ان الجيل السو الفاسق يطلب علامه وليس يعطا الا علامه يوناس النبا فتركهم وذهب,75,75,75,75,75.0,94.66666666666667,94.66666666666667,94.66666666666667,94.80125195618153,71,4,0,0
321,Luke 15:11,25668,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),وانه قال انسان كان له ابنين,وانه قال انسان كان له ابنين اثنين.,وانه قال انسان كان له ابنين,وانه قال انسان كان له ابنين اثنين,27,33,27,33,30.0,81.81818181818183,81.81818181818183,90.0,93.93939393939394,27,0,1,5
322,Luke 15:12,25669,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),فقال الشاب منهم لابيه اعطينى ما يصير لى من قسم الغنا فقسم له ماله ❊,فقال الشاب منهم للاب يابتاه اعطيني ما يصير لي من قسم الغنا. فقسمه لهم.,فقال الشاب منهم لابيه اعطينا ما يصير لا من قسم الغنا فقسم له ماله,فقال الشاب منهم للاب يابتاه اعطينا ما يصير لا من قسم الغنا فقسمه لهم,65,68,65,68,66.5,83.82352941176471,83.82352941176471,91.72932330827066,86.73453996983409,61,0,6,5
323,Luke 15:13,25670,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),وبعد ايام قلايل جمع كل شى الابن الشاب وسافر الى بلده بعيده وهناك بذر ماله يعيش شاطر ❊,ومن بعد ايام قليله جمع كل شي الابن الشاب وسافر الي بلده بعيده وهناك بذر ماله عايش شاطرا.,وبعد ايام قلايل جمع كل شا الابن الشاب وسافر الا بلده بعيده وهناك بذر ماله يعيش شاطر,ومن بعد ايام قليله جمع كل شا الابن الشاب وسافر الا بلده بعيده وهناك بذر ماله عايش شاطرا,83,87,83,87,85.0,90.80459770114942,90.80459770114942,95.29411764705881,82.0322782579716,80,2,4,2
324,Luke 15:14,25671,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),فلما انفق كل ما كان له صار جوع شديد فى تلك البلده وبدا ينتقص ❊,فلما انفق كلما كان له صار جوع شديد في تلك البلاد وبدا ينتقص.,فلما انفق كل ما كان له صار جوع شديد فا تلك البلده وبدا ينتقص,فلما انفق كلما كان له صار جوع شديد فا تلك البلاد وبدا ينتقص,60,59,59,60,59.5,95.0,95.0,97.47899159663865,87.69173322943048,57,2,1,0
325,Luke 15:15,25672,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),فذهب والتزق الى احد اشراف تلك البلده فارسله الى حقوله يرعا خنازير,فذهب والتزق بمديني واحد من تلك البلده. وارسله الي حقوله يرعا خنازير.,فذهب والتزق الا احد اشراف تلك البلده فارسله الا حقوله يرعا خنازير,فذهب والتزق بمدينا واحد من تلك البلده وارسله الا حقوله يرعا خنازير,65,66,65,66,65.5,81.81818181818183,81.81818181818183,87.02290076335878,78.77888193677668,57,5,3,4
326,Luke 15:16,25673,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),وكان يشتهى يملا بطنه من الخروب الذى كانت تاكل الخنازير ولم يكُن احد يعطيه,وكان يشتهي يملا بطنه من الخروب التي كانت تاكل الخنازير. ولم يكون احد يعطيه.,وكان يشتها يملا بطنه من الخروب الذا كانت تاكل الخنازير ولم يكن احد يعطيه,وكان يشتها يملا بطنه من الخروب التا كانت تاكل الخنازير ولم يكون احد يعطيه,72,73,72,73,72.5,97.26027397260275,97.26027397260275,97.93103448275862,96.74586075560416,71,1,1,0
327,Luke 15:17,25674,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),فاقبل على نفسه يقول كيف اجرا ابي يفضلون الخبز وانا هاهنا اهلك جوعا ❊,فاقبل علي نفسه وقال كيف اجرا ابي يفضلون الخبز وانا هاهنا اهلك جوعا.,فاقبل علا نفسه يقول كيف اجرا ابا يفضلون الخبز وانا هاهنا اهلك جوعا,فاقبل علا نفسه وقال كيف اجرا ابا يفضلون الخبز وانا هاهنا اهلك جوعا,66,66,66,66,66.0,96.96969696969697,96.96969696969697,96.96969696969697,88.98989898989899,64,2,0,0
328,Luke 15:18,25675,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),اقوم وانصرف الى ابي واقول له يابتاه قد اخطيت فى السما وقدامك,اقوم وانصرف الي ابي واقول له يابتاه قد اخطيت في السما وقدامك.,اقوم وانصرف الا ابا واقول له يابتاه قد اخطيت فا السما وقدامك,اقوم وانصرف الا ابا واقول له يابتاه قد اخطيت فا السما وقدامك,60,60,60,60,60.0,100.0,100.0,100.0,100.0,60,0,0,0
329,Luke 15:19,25676,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),وليست باهل ان ادعا لك ابنا اجعلنى كواحد من اجراك,ولست باهل ان ادعا لك ابنا. اصنعني كواحد من اجراك.,وليست باهل ان ادعا لك ابنا اجعلنا كواحد من اجراك,ولست باهل ان ادعا لك ابنا اصنعنا كواحد من اجراك,48,47,47,48,47.5,91.66666666666666,91.66666666666666,94.73684210526315,94.64637509850277,44,3,1,0
330,Luke 15:20,25677,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),فقام وجا الى ابيه ❊ فبين ان هو بعيد ابصره ابوه فتحنن عليه فاحضر وسقط على عنقه وقبله,فقام وجا الي ابوه. فبين ان هو بعيد ابصره ابوه. فتحنن عليه واحضر وسقط علي عنقه وقبله.,فقام وجا الا ابيه فبين ان هو بعيد ابصره ابوه فتحنن عليه فاحضر وسقط علا عنقه وقبله,فقام وجا الا ابوه فبين ان هو بعيد ابصره ابوه فتحنن عليه واحضر وسقط علا عنقه وقبله,81,81,81,81,81.0,97.53086419753086,97.53086419753086,97.53086419753086,92.657706933375,79,2,0,0
331,Mark 13:5,24791,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),اجاب يسوع وبدا يقول لهم انظروا ان لا يطغيكم احدا,اجاب يسوع وبدا يقول لهم انظروا ان لا يطغيكم[perhaps originally يطغكم] احدا.,اجاب يسوع وبدا يقول لهم انظروا ان لا يطغيكم احدا,اجاب يسوع وبدا يقول لهم انظروا ان لا يطغيكم احدا,48,48,48,48,48.0,100.0,100.0,100.0,100.0,48,0,0,0
332,Mark 13:6,24792,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),لان كثيرين ياتون على اسمى قايلين اني انا هو فيطغون كثيرين ❊,لان كثيرين ياتون علي اسمي قايلين اني انا هو فيطغون كثير.,لان كثيرين ياتون علا اسما قايلين انا انا هو فيطغون كثيرين,لان كثيرين ياتون علا اسما قايلين انا انا هو فيطغون كثير,57,55,55,57,56.0,96.49122807017544,96.49122807017544,98.21428571428571,98.83040935672514,55,0,1,1
333,Mark 13:7,24793,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),فاذا سمعتم بحِروب واخبار حِروب فلا ترهبوا لان ذلك ينبغى ان يكون ولكن ليس هو الانقضا ❊,فاذا سمعتم بحروب واخبار حروب فلا تهربوا. لان ذلك ينبغي ان يكون. ولاكن ليس هو الانقضا,فاذا سمعتم بحروب واخبار حروب فلا ترهبوا لان ذلك ينبغا ان يكون ولكن ليس هو الانقضا,فاذا سمعتم بحروب واخبار حروب فلا تهربوا لان ذلك ينبغا ان يكون ولاكن ليس هو الانقضا,81,82,81,82,81.5,96.34146341463415,97.5609756097561,98.15950920245399,95.68403091438321,79,2,1,0
334,Mark 13:8,24794,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),تقوم امه على امه وملك على ملك ويكون زلازل فى اماكن اماكن ويكون جوع واستجاس وهذا كله ابتدا التمخض ❊,تقوم امه علي امه. وملك علي ملك. ويكون زلازل فى اماكن اماكن. ويكون جوع واسجاس. وهذا كله ابتدا التمخيض.,تقوم امه علا امه وملك علا ملك ويكون زلازل فا اماكن اماكن ويكون جوع واستجاس وهذا كله ابتدا التمخض,تقوم امه علا امه وملك علا ملك ويكون زلازل فا اماكن اماكن ويكون جوع واسجاس وهذا كله ابتدا التمخيض,96,96,96,96,96.0,97.91666666666666,97.91666666666666,98.95833333333334,95.44590643274856,95,0,2,0
335,Mark 13:9,24795,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),انظروا وانتم لانفسكم انهم يسلموكم للشيع وفى المجامع تُضربوا وتقفوا بين يدى قواد وملوك من اجلى شهاده لهم ❊,انظروا انتم لانفسكم انهم يسلموكم للشيع. وفى المجامع تضربوا. وتقفوا بين يدي قواد وملوك منجلي شهاده لهم.,انظروا وانتم لانفسكم انهم يسلموكم للشيع وفا المجامع تضربوا وتقفوا بين يدا قواد وملوك من اجلا شهاده لهم,انظروا انتم لانفسكم انهم يسلموكم للشيع وفا المجامع تضربوا وتقفوا بين يدا قواد وملوك منجلا شهاده لهم,102,99,99,102,100.5,97.05882352941177,97.05882352941177,98.50746268656717,84.70984353337295,99,0,2,1
336,Mark 13:10,24796,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),وفى كل الامم اولا ينبغى ان يكرز الانجيل,وفى جميع الامم اولا ينبغي يكرز الانجيل.,وفا كل الامم اولا ينبغا ان يكرز الانجيل,وفا جميع الامم اولا ينبغا يكرز الانجيل,39,38,38,39,38.5,82.05128205128204,82.05128205128204,88.31168831168831,83.88439046333784,34,2,2,3
337,Mark 13:11,24797,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),فاذا اتوا بكم ليسلمونكم فلا تبدوا تهتموا ما تتكلموا او ما تتلوا ولكن الذى اعطيكم فى تلك الساعه اياه تكلموا لانكم ليس انتم المتكلمين ولكن روح القُدس ❊,فاذا اتوا بكم ليسلموكم فلا تبدوا تهتموا. ما تتكلموا او ما تتلون. ولكن الذي اعطيكم فى تلك الساعه اياه تكلموا. لانكم ليس انتم المتكلمين. ولكن روح القُدس,فاذا اتوا بكم ليسلمونكم فلا تبدوا تهتموا ما تتكلموا او ما تتلوا ولكن الذا اعطيكم فا تلك الساعه اياه تكلموا لانكم ليس انتم المتكلمين ولكن روح القدس,فاذا اتوا بكم ليسلموكم فلا تبدوا تهتموا ما تتكلموا او ما تتلون ولكن الذا اعطيكم فا تلك الساعه اياه تكلموا لانكم ليس انتم المتكلمين ولكن روح القدس,146,145,145,146,145.5,98.63013698630137,98.63013698630137,98.96907216494846,85.86364352070541,144,1,1,0
338,Matthew 7:15,23400,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),احذروا من الانبيا الكذبه الذين ياتونكم بلباس خُرفان وهم من داخل ذياب خاطفه,احذروا من الانبيا الكذابين الذين ياتونكم بلباس خرفان وهم من داخل ذياب خاطفه.,احذروا من الانبيا الكذبه الذين ياتونكم بلباس خرفان وهم من داخل ذياب خاطفه,احذروا من الانبيا الكذابين الذين ياتونكم بلباس خرفان وهم من داخل ذياب خاطفه,73,75,73,75,74.0,96.0,96.0,97.2972972972973,87.33041603247082,72,1,2,0
339,Matthew 7:16,23401,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),فاعرفوهم من ثمارهم ❊ هل تجمعوا من الشوك عنب او من الحسك تين ❊,فاعرفوهم من ثمراتهم. هل تجمعوا من الشوك عنب. او من حسك تين.,فاعرفوهم من ثمارهم هل تجمعوا من الشوك عنب او من الحسك تين,فاعرفوهم من ثمراتهم هل تجمعوا من الشوك عنب او من حسك تين,57,56,56,57,56.5,92.98245614035088,92.98245614035088,95.57522123893806,95.50789853421432,54,1,2,1
340,Matthew 7:17,23402,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),هكذا كل شجره صالحه تصنع ثمره طيبه ❊ والشجره الشريره تصنع ثمره شريره ❊,هكذا كل شجره صالحه تصنع ثمره طيبه. والشجره الشريره تصنع ثمره شريره.,هكذا كل شجره صالحه تصنع ثمره طيبه والشجره الشريره تصنع ثمره شريره,هكذا كل شجره صالحه تصنع ثمره طيبه والشجره الشريره تصنع ثمره شريره,65,65,65,65,65.0,100.0,100.0,100.0,100.0,65,0,0,0
341,Matthew 7:18,23403,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),ليس تستطيع شجره صالحه تصنع ثمار سو ❊ ولا شجره سو تصنع ثمره صالحه ❊,ليس تستطيع شجره صالحه تصنع ثمار سو. ولا شجره سو تصنع ثمره صالحه.,ليس تستطيع شجره صالحه تصنع ثمار سو ولا شجره سو تصنع ثمره صالحه,ليس تستطيع شجره صالحه تصنع ثمار سو ولا شجره سو تصنع ثمره صالحه,62,62,62,62,62.0,100.0,100.0,100.0,100.0,62,0,0,0
342,Matthew 7:19,23404,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),وكل شجره لا تصنع ثمره طيبه فانها تقطع وفى النار تُلقا ❊,كل شجره لا تصنع ثمار طيبه فانها تقطع وفى النار تلقا.,وكل شجره لا تصنع ثمره طيبه فانها تقطع وفا النار تلقا,كل شجره لا تصنع ثمار طيبه فانها تقطع وفا النار تلقا,52,51,51,52,51.5,94.23076923076923,94.23076923076923,97.0873786407767,89.73102061337356,49,2,1,0
343,Matthew 7:20,23405,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),من ثمارهم تعرفوهم,من ثمارهم تعرفونهم.,من ثمارهم تعرفوهم,من ثمارهم تعرفونهم,17,18,17,18,17.5,94.44444444444444,94.44444444444444,97.14285714285714,98.14814814814815,17,0,1,0
344,Luke 8:9,25323,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),فسايلوه تلاميذه قايلين ما هذا المثل,فسالوه تلاميذه قايلين ما هذا المثل,فسايلوه تلاميذه قايلين ما هذا المثل,فسالوه تلاميذه قايلين ما هذا المثل,35,34,34,35,34.5,97.14285714285714,97.14285714285714,98.55072463768117,90.71428571428571,34,0,1,0
345,Luke 8:10,25324,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),وانه قال لكم اعطى علم سراير الله فاما للبقيه فبمثل لكى يبصروا ولا يبصروا ❊ ويسمعوا ولا يسمعوا ولا يفهموا ❊,وانه قال لكم اعطي علم سراير مُلك الله. فاما للبقية فابمثال{فبامثال}. لكي يبصروا ولا يبصروا. ويسمعوا ولا يسمعوا ولا يفهموا.,وانه قال لكم اعطا علم سراير الله فاما للبقيه فبمثل لكا يبصروا ولا يبصروا ويسمعوا ولا يسمعوا ولا يفهموا,وانه قال لكم اعطا علم سراير ملك الله فاما للبقيه فابمثال لكا يبصروا ولا يبصروا ويسمعوا ولا يسمعوا ولا يفهموا,102,108,102,108,105.0,94.44444444444444,94.44444444444444,97.14285714285714,86.22004357298475,102,0,3,3
346,Luke 8:11,25325,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),هذا هو المثل ان الزرع هو كلمه الله,هذا هو المثل. ان الزرع هو كلمة الله.,هذا هو المثل ان الزرع هو كلمه الله,هذا هو المثل ان الزرع هو كلمه الله,34,34,34,34,34.0,100.0,100.0,100.0,100.0,34,0,0,0
347,Luke 8:12,25326,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),والذين على الطريق هم الذين يسمعون الكلمه فياتي الشيطان فياخذ الكلمه من قلوبهم لكى لا يومنوا فيخلصوا ❊,والذي علي الطريق هم الذين يسمعون الكلمة فياتي الشيطان وياخذ الكلمة من قلوبهم. لكي لا يومنوا فيخلصوا.,والذين علا الطريق هم الذين يسمعون الكلمه فياتا الشيطان فياخذ الكلمه من قلوبهم لكا لا يومنوا فيخلصوا,والذا علا الطريق هم الذين يسمعون الكلمه فياتا الشيطان وياخذ الكلمه من قلوبهم لكا لا يومنوا فيخلصوا,99,98,98,99,98.5,96.96969696969697,96.96969696969697,97.46192893401016,82.51101576994434,96,2,1,0
348,Luke 8:13,25327,A,A,Arbache - Sinai ar. 72,Sinai ar. NF Parch. 7 (A),واما الذى على الصخر فهم الذين سمعوا قبلوا الكلمه بفرح وليس لهاولى ثبات الذين يومنون الى زمن وفى زمن البلايا يبتعدوا ❊,واما الذي علي الصخر فهم الذين اذا سمعوا يقبلوا الكلمه بفرح. وليس لهولاي اصل. الذين انما يومنوا الي زمن. وفى زمن البلايا يتنحِوا.,واما الذا علا الصخر فهم الذين سمعوا قبلوا الكلمه بفرح وليس لهاولا ثبات الذين يومنون الا زمن وفا زمن البلايا يبتعدوا,واما الذا علا الصخر فهم الذين اذا سمعوا يقبلوا الكلمه بفرح وليس لهولاا اصل الذين انما يومنوا الا زمن وفا زمن البلايا يتنحوا,115,123,115,123,119.0,83.73983739837398,83.73983739837398,89.49579831932773,83.61056251168813,107,4,8,8
