,verse ref,verse id,family 1,family 2,ms 1,ms 2,transription 1,transription 2,normalized transription 1,normalized transription 2,length 1,length 2,length min,length max,length average,levenshtein,damerau_levenshtein,ratcliff_obershelp,jaro,nw_matches,nw_mismatches,nw_gaps,nw_gap_extensions
257,Matthew 7:16,23401,A,F,Arbache - Sinai ar. 72,Kashouh Family F,فاعرفوهم من ثمارهم ❊ هل تجمعوا من الشوك عنب او من الحسك تين ❊,وستعرفونهم من ثمار ما به ياتون افتراهم يقتطفون من العوسج عنبًا او يجتنون من القتاد التين,فاعرفوهم من ثمارهم هل تجمعوا من الشوك عنب او من الحسك تين,وستعرفونهم من ثمار ما به ياتون افتراهم يقتطفون من العوسج عنباا او يجتنون من القتاد التين,57,88,57,88,72.5,51.13636363636363,51.13636363636363,59.310344827586206,66.78980204522,0,0,0,0
258,Matthew 7:17,23402,A,F,Arbache - Sinai ar. 72,Kashouh Family F,هكذا كل شجره صالحه تصنع ثمره طيبه ❊ والشجره الشريره تصنع ثمره شريره ❊,ما من شجرهٍ طيبهٍ تثمر خبيثا ولا ذات خبث يكون ثمرها في الطيّبين,هكذا كل شجره صالحه تصنع ثمره طيبه والشجره الشريره تصنع ثمره شريره,ما من شجرها طيبها تثمر خبيثا ولا ذات خبث يكون ثمرها فا الطيّبين,65,63,63,65,64.0,27.692307692307693,29.230769230769234,37.5,60.01017501017502,0,0,0,0
259,Matthew 7:18,23403,A,F,Arbache - Sinai ar. 72,Kashouh Family F,ليس تستطيع شجره صالحه تصنع ثمار سو ❊ ولا شجره سو تصنع ثمره صالحه ❊,[Missing],ليس تستطيع شجره صالحه تصنع ثمار سو ولا شجره سو تصنع ثمره صالحه,,62,0,0,62,31.0,0.0,0.0,0.0,0.0,0,0,0,0
260,Matthew 7:19,23404,A,F,Arbache - Sinai ar. 72,Kashouh Family F,وكل شجره لا تصنع ثمره طيبه فانها تقطع وفى النار تُلقا ❊,وما لم يثار خيرًا جزاوه ان يُجز ويلقي في نار السعير,وكل شجره لا تصنع ثمره طيبه فانها تقطع وفا النار تلقا,وما لم يثار خيراا جزاوه ان يجز ويلقا فا نار السعير,52,50,50,52,51.0,28.846153846153843,28.846153846153843,33.33333333333333,62.91208791208791,0,0,0,0
261,Matthew 7:20,23405,A,F,Arbache - Sinai ar. 72,Kashouh Family F,من ثمارهم تعرفوهم,ومن اثار الواردين تعرفون منهم ما تنكرون,من ثمارهم تعرفوهم,ومن اثار الواردين تعرفون منهم ما تنكرون,17,39,17,39,28.0,35.8974358974359,35.8974358974359,50.0,60.96028154851684,0,0,0,0
262,Luke 8:10,25324,A,F,Arbache - Sinai ar. 72,Kashouh Family F,وانه قال لكم اعطى علم سراير الله فاما للبقيه فبمثل لكى يبصروا ولا يبصروا ❊ ويسمعوا ولا يسمعوا ولا يفهموا ❊,قال لقد اعطيتم ان تعلموا سر ملكوت الرحمن فاما الاخرون فانما تضرب لهم الامثال ختى اذا ما ابصروا كانوا كالذين ما لهم من ابصار وذا ما سمعوا فما رجعوا الى افهام,وانه قال لكم اعطا علم سراير الله فاما للبقيه فبمثل لكا يبصروا ولا يبصروا ويسمعوا ولا يسمعوا ولا يفهموا,قال لقد اعطيتم ان تعلموا سر ملكوت الرحمن فاما الاخرون فانما تضرب لهم الامثال ختا اذا ما ابصروا كانوا كالذين ما لهم من ابصار وذا ما سمعوا فما رجعوا الا افهام,102,156,102,156,129.0,40.38461538461539,40.38461538461539,48.44961240310077,64.07092456788197,0,0,0,0
263,Luke 8:11,25325,A,F,Arbache - Sinai ar. 72,Kashouh Family F,هذا هو المثل ان الزرع هو كلمه الله,وهذا تاويل المثل في الانام فالزرع كلام الله,هذا هو المثل ان الزرع هو كلمه الله,وهذا تاويل المثل فا الانام فالزرع كلام الله,34,43,34,43,38.5,58.139534883720934,58.139534883720934,75.32467532467533,72.7027345071562,0,0,0,0
264,Luke 8:9,25323,A,F,Arbache - Sinai ar. 72,Kashouh Family F,فسايلوه تلاميذه قايلين ما هذا المثل,وهو من حواريته في سؤال قالوا ما هذا المثل عن بيان,فسايلوه تلاميذه قايلين ما هذا المثل,وهو من حواريته فا سوال قالوا ما هذا المثل عن بيان,35,49,35,49,42.0,38.775510204081634,38.775510204081634,53.571428571428584,66.75736961451247,0,0,0,0
265,Luke 8:12,25326,A,F,Arbache - Sinai ar. 72,Kashouh Family F,والذين على الطريق هم الذين يسمعون الكلمه فياتي الشيطان فياخذ الكلمه من قلوبهم لكى لا يومنوا فيخلصوا ❊,فما كان علي قارعة [الجلد] والذين اذا استمعوا كلمه جآء عدوهم فنزعها من سويدا قلوبهم كيلا يومنوا فيتظاهروا بالبقاء,والذين علا الطريق هم الذين يسمعون الكلمه فياتا الشيطان فياخذ الكلمه من قلوبهم لكا لا يومنوا فيخلصوا,فما كان علا قارعه والذين اذا استمعوا كلمه جا عدوهم فنزعها من سويدا قلوبهم كيلا يومنوا فيتظاهروا بالبقا,99,102,99,102,100.5,39.21568627450981,40.19607843137255,50.74626865671642,70.16315111903347,0,0,0,0
266,Luke 8:13,25327,A,F,Arbache - Sinai ar. 72,Kashouh Family F,واما الذى على الصخر فهم الذين سمعوا قبلوا الكلمه بفرح وليس لهاولى ثبات الذين يومنون الى زمن وفى زمن البلايا يبتعدوا ❊,وما كان على المعرا فالذين اذا ما سمعوا كلما ثقفوه بالبهجه والسرا وما له من ثواء وامنوا في الوقت وهم متى جرت البلوى على شك الاباء,واما الذا علا الصخر فهم الذين سمعوا قبلوا الكلمه بفرح وليس لهاولا ثبات الذين يومنون الا زمن وفا زمن البلايا يبتعدوا,وما كان علا المعرا فالذين اذا ما سمعوا كلما ثقفوه بالبهجه والسرا وما له من ثوا وامنوا فا الوقت وهم متا جرت البلوا علا شك الابا,115,126,115,126,120.5,41.269841269841265,41.269841269841265,36.92946058091287,72.01879785730718,0,0,0,0
267,Luke 8:14,25328,A,F,Arbache - Sinai ar. 72,Kashouh Family F,فاما الذى سقط فى الشوك هم هاولى الذين اذا سمعوا الكلمه وهم فى هموم وغنا ولذات الدنيا ذاهبين يختنقوا ولا تنموا ثمرتهم ❊,وما وقع في سلا فشاكله الذين اذا استمعوا الكلمه كانوا في الكلف والثرآء وشهوت الدنيا علي خنق واردا وما هم من ثمر في رجاة,فاما الذا سقط فا الشوك هم هاولا الذين اذا سمعوا الكلمه وهم فا هموم وغنا ولذات الدنيا ذاهبين يختنقوا ولا تنموا ثمرتهم,وما وقع فا سلا فشاكله الذين اذا استمعوا الكلمه كانوا فا الكلف والثرا وشهوت الدنيا علا خنق واردا وما هم من ثمر فا رجاه,116,117,116,117,116.5,45.2991452991453,45.2991452991453,57.510729613733915,73.99347140726452,0,0,0,0
268,Luke 8:15,25329,A,F,Arbache - Sinai ar. 72,Kashouh Family F,فاما الذى فى الارض الصالحه هم هاولى الذين يسمعوا بقلب طيب صلح الكلمه فيحفظوها ويثمروا بالصبر ❊,والذي كان في الطيب من البطحآء فهم الذين لهم قلوب نقيت من الصلحاء فهم بها يسمعون ويحفظون وثمارهم بما صبروا في انآء,فاما الذا فا الارض الصالحه هم هاولا الذين يسمعوا بقلب طيب صلح الكلمه فيحفظوها ويثمروا بالصبر,والذا كان فا الطيب من البطحا فهم الذين لهم قلوب نقيت من الصلحا فهم بها يسمعون ويحفظون وثمارهم بما صبروا فا انا,92,110,92,110,101.0,38.18181818181819,38.18181818181819,43.06930693069307,72.75440742832048,0,0,0,0
269,John 6:30,26356,A,F,Arbache - Sinai ar. 72,Kashouh Family F,فقالوا له اي علامه تصنع انت حتى نرا ونومن ماذا تصنع,قالوا ما تصنع من اية فنرى ونكون بك من المؤمنين ما انت من الفاعلين,فقالوا له اا علامه تصنع انت حتا نرا ونومن ماذا تصنع,قالوا ما تصنع من ايه فنرا ونكون بك من المومنين ما انت من الفاعلين,51,65,51,65,58.0,36.92307692307693,36.92307692307693,37.93103448275862,69.14810527669624,0,0,0,0
270,John 6:31,26357,A,F,Arbache - Sinai ar. 72,Kashouh Family F,ان اباينا قد اكلوا المن فى البريه كما هو مكتوب انه اعطاهم خبز من السما ياكلوا ❊,لقد كان اباونا في البر لمَن اكلين كما قد كتب ان الخبز من السماء اعطاهم لاكال,ان اباينا قد اكلوا المن فا البريه كما هو مكتوب انه اعطاهم خبز من السما ياكلوا,لقد كان اباونا فا البر لمن اكلين كما قد كتب ان الخبز من السما اعطاهم لاكال,77,74,74,77,75.5,50.649350649350644,50.649350649350644,62.251655629139066,77.09495694570322,0,0,0,0
271,John 6:33,26359,A,F,Arbache - Sinai ar. 72,Kashouh Family F,لان خبز الله هو الذى نزل من السما ويُعطى حياه للعالم ❊,وطعام الله فهو النازل من السماء ومعطي الدنيا الحياة,لان خبز الله هو الذا نزل من السما ويعطا حياه للعالم,وطعام الله فهو النازل من السما ومعطا الدنيا الحياه,51,50,50,51,50.5,56.86274509803921,56.86274509803921,67.32673267326733,72.91129785247432,0,0,0,0
272,John 6:32,26358,A,F,Arbache - Sinai ar. 72,Kashouh Family F,فقال لهم يسوع امين امين اقول لكم انه ليس اعطاكم موسى الخبز من السما ولكن ابي اعطاكم خبز الحق من السما,قال لهم عيسى اني أقول لكم حقا حقا ان ما كان موسى معطيكم الخبيز من السماء غير ان ابي كان الواهب لكم مطعم القسط من السماء,فقال لهم يسوع امين امين اقول لكم انه ليس اعطاكم موسا الخبز من السما ولكن ابا اعطاكم خبز الحق من السما,قال لهم عيسا انا اقول لكم حقا حقا ان ما كان موسا معطيكم الخبيز من السما غير ان ابا كان الواهب لكم مطعم القسط من السما,101,117,101,117,109.0,55.55555555555556,55.55555555555556,66.05504587155964,76.66427641414613,0,0,0,0
273,John 18:19,26873,A,F,Arbache - Sinai ar. 72,Kashouh Family F,وان راس الكهنه سال يسوع عن تلاميذه وعن تعليمه ❊,فاما اكابر الكاهنين فكان مساالاً عيسي عن حواريته وتبصريه,وان راس الكهنه سال يسوع عن تلاميذه وعن تعليمه,فاما اكابر الكاهنين فكان مساالاا عيسا عن حواريته وتبصريه,45,56,45,56,50.5,41.07142857142857,41.07142857142857,53.46534653465347,68.0026455026455,0,0,0,0
274,John 18:20,26874,A,F,Arbache - Sinai ar. 72,Kashouh Family F,اجابه يسوع انا كلمت العالم علانيه وانا فى كل حين فى الجماعه والهيكل حيث يجتمع كل اليهود وفى خفيه شى لم اتكلم,قال له عيسي اما انا فاني كنت مكلما الامة جهارًا وفي كل وقت مبصرًا في الجمع وفي الهيكل حيث كان اليهود يجتمعون وما ان قلت شيا سرًا,اجابه يسوع انا كلمت العالم علانيه وانا فا كل حين فا الجماعه والهيكل حيث يجتمع كل اليهود وفا خفيه شا لم اتكلم,قال له عيسا اما انا فانا كنت مكلما الامه جهاراا وفا كل وقت مبصراا فا الجمع وفا الهيكل حيث كان اليهود يجتمعون وما ان قلت شيا سراا,108,128,108,128,118.0,42.1875,42.1875,47.88135593220339,73.11468568909044,0,0,0,0
275,John 18:21,26875,A,F,Arbache - Sinai ar. 72,Kashouh Family F,لم تسلنى سل الذين سمعوا ايشى كلمتهم وهاولي يعلموا ما كلمتهم انا ❊,فعلام انت مساالي كن ذا مسله لُها لهولاء الذين سمعوا ما كنت محاورهم او لا قد تعلمون جميع ما قلت,لم تسلنا سل الذين سمعوا ايشا كلمتهم وهاولا يعلموا ما كلمتهم انا,فعلام انت مساالا كن ذا مسله لها لهولا الذين سمعوا ما كنت محاورهم او لا قد تعلمون جميع ما قلت,63,92,63,92,77.5,41.30434782608695,41.30434782608695,48.38709677419355,70.98516218081436,0,0,0,0
276,John 18:22,26876,A,F,Arbache - Sinai ar. 72,Kashouh Family F,فلما قال هذا لطمه احدى الخدام كان واقف هناك وقال هكذا تجيب راس الكهنه ❊,ولما افصح بهذه كان من الاعوان واحدًا قايمًا فلهز عيسى في عارضه اذ يقول اهكذا تجعل اجابة اكابر الكاهنين,فلما قال هذا لطمه احدا الخدام كان واقف هناك وقال هكذا تجيب راس الكهنه,ولما افصح بهذه كان من الاعوان واحداا قايماا فلهز عيسا فا عارضه اذ يقول اهكذا تجعل اجابه اكابر الكاهنين,69,102,69,102,85.5,43.13725490196079,43.13725490196079,42.69005847953216,70.59973747953289,0,0,0,0
277,John 18:23,26877,A,F,Arbache - Sinai ar. 72,Kashouh Family F,وان يسوع قال له ان كنت بيسما تكلمت فاشهد على بالبيس ❊ وان كنت نعما تكلمت فلماذا تضربنى ❊,قال له عيسى ان كنت متكلمًا بالسيية فكن شاهد بالسوي او كان حسنًا فعلام كنت لي من الضاربين,وان يسوع قال له ان كنت بيسما تكلمت فاشهد علا بالبيس وان كنت نعما تكلمت فلماذا تضربنا,قال له عيسا ان كنت متكلماا بالسييه فكن شاهد بالسوا او كان حسناا فعلام كنت لا من الضاربين,84,88,84,88,86.0,36.36363636363637,37.5,50.0,75.72655122655124,0,0,0,0
278,John 18:24,26878,A,F,Arbache - Sinai ar. 72,Kashouh Family F,فبعث به جناس مربوطا الى قيافا راس الكهنه,فأما الحان فإنه ارسل بعيسي في الاسار الى القايف كابر الكاهنين,فبعث به جناس مربوطا الا قيافا راس الكهنه,فاما الحان فانه ارسل بعيسا فا الاسار الا القايف كابر الكاهنين,40,61,40,61,50.5,37.704918032786885,37.704918032786885,41.584158415841586,64.21965557211459,0,0,0,0
279,John 18:25,26879,A,F,Arbache - Sinai ar. 72,Kashouh Family F,وكان سمعان بطرس قايم يتسخن فقالوا له لعلك وانت من تلاميذه انت ❊ فكفر ذلك وقال ليست انا ❊,وقد وقف الصفا شمعون فهو في المصطلين قالوا اتراك الواحد من الذين كانوا له صاحبين فجحد اذ يقول اني لم اكن,وكان سمعان بطرس قايم يتسخن فقالوا له لعلك وانت من تلاميذه انت فكفر ذلك وقال ليست انا,وقد وقف الصفا شمعون فهو فا المصطلين قالوا اتراك الواحد من الذين كانوا له صاحبين فجحد اذ يقول انا لم اكن,84,103,84,103,93.5,33.00970873786408,33.00970873786408,35.82887700534759,68.0505470796733,0,0,0,0
280,John 18:26,26880,A,G,Arbache - Sinai ar. 72,Kashouh Family G,فقال له واحد من عبيد راس الكهنه نسيب للذي قطع بطرس اذنه اليس انا رايتك فى البستان معه ❊,قال له واحد من عبيد عظيم الكهنه نسيب ذاك الذي كان شمعون قطع اذنه اليس انا رايتك معه في النستان,فقال له واحد من عبيد راس الكهنه نسيب للذا قطع بطرس اذنه اليس انا رايتك فا البستان معه,قال له واحد من عبيد عظيم الكهنه نسيب ذاك الذا كان شمعون قطع اذنه اليس انا رايتك معه فا النستان,85,94,85,94,89.5,68.08510638297872,68.08510638297872,78.2122905027933,80.65778495048636,0,0,0,0
281,John 18:27,26881,A,G,Arbache - Sinai ar. 72,Kashouh Family G,فكفر بطرس ايضا وسوا صاح الديك,فكفر شمعون ايضا وفي تلك الساعه صاح الديك,فكفر بطرس ايضا وسوا صاح الديك,فكفر شمعون ايضا وفا تلك الساعه صاح الديك,29,40,29,40,34.5,57.49999999999999,57.49999999999999,68.1159420289855,70.23563218390804,0,0,0,0
282,John 6:34,26360,A,G,Arbache - Sinai ar. 72,Kashouh Family G,قالوا له يا رب اعطنا هذا الخبز فى كل حين,قالوا له يا سيدنا اعطنا اعطنا في كل حين من هذا الخبز,قالوا له يا رب اعطنا هذا الخبز فا كل حين,قالوا له يا سيدنا اعطنا اعطنا فا كل حين من هذا الخبز,40,52,40,52,46.0,50.0,50.0,64.13043478260869,73.40132090132089,0,0,0,0
283,John 6:35,26361,A,G,Arbache - Sinai ar. 72,Kashouh Family G,قال لهم يسوع انا هو خبز الحياه والذى ياتى الي لا يجوع والذى يومن بي لا يعطش ابدا,قال لهم ايشوع انا خبز الحياه من يقبل الي لا يجع ومن يومن بي لا يظمى ابدا,قال لهم يسوع انا هو خبز الحياه والذا ياتا الا لا يجوع والذا يومن با لا يعطش ابدا,قال لهم ايشوع انا خبز الحياه من يقبل الا لا يجع ومن يومن با لا يظما ابدا,80,72,72,80,76.0,73.75,73.75,78.94736842105263,74.72883597883599,0,0,0,0
284,Mark 6:14,24490,A,G,Arbache - Sinai ar. 72,Kashouh Family G,وسمع هروذس الملك لان اسمه كان قد ظهر فقال ان يحنا المصبغ قام من الموتا ولذلك القوات تعمل به ❊,وسمع هيرودس الملك بخبر يشوع لان اسمه قد عرف عنده فقال ان يوحنا الصابغ قام من بين الاموات من اجل هذا تجرى على يده الجرايح,وسمع هروذس الملك لان اسمه كان قد ظهر فقال ان يحنا المصبغ قام من الموتا ولذلك القوات تعمل به,وسمع هيرودس الملك بخبر يشوع لان اسمه قد عرف عنده فقال ان يوحنا الصابغ قام من بين الاموات من اجل هذا تجرا علا يده الجرايح,91,120,91,120,105.5,52.5,52.5,63.507109004739334,71.73157832796387,0,0,0,0
285,Mark 6:15,24491,A,G,Arbache - Sinai ar. 72,Kashouh Family G,اخرين قالوا هو ايلياس ❊ واخرين قالوا انه نبى كواحد من الانبيا ❊,وكان اخرون يقولون انه ايليا واخرون انه نبي كواحد من الانبيا,اخرين قالوا هو ايلياس واخرين قالوا انه نبا كواحد من الانبيا,وكان اخرون يقولون انه ايليا واخرون انه نبا كواحد من الانبيا,59,59,59,59,59.0,66.10169491525424,66.10169491525424,79.66101694915254,78.12599936040935,0,0,0,0
286,Mark 6:16,24492,A,G,Arbache - Sinai ar. 72,Kashouh Family G,فلما سمع هروذس قال يحنا الذى انا قطعت راسه هو قام من الموتا,فلما سمع هيرودس قال يوحنا الذي انا قطعت راسه وهو قام من بين الاموات,فلما سمع هروذس قال يحنا الذا انا قطعت راسه هو قام من الموتا,فلما سمع هيرودس قال يوحنا الذا انا قطعت راسه وهو قام من بين الاموات,59,67,59,67,63.0,83.5820895522388,85.07462686567165,90.47619047619048,84.61258872208217,0,0,0,0
287,Mark 6:17,24493,A,G,Arbache - Sinai ar. 72,Kashouh Family G,لان هروذس هو كان بعث فاخذ يحنا واوثقه فى الحبس من اجل هروذياس مره فيلبس اخوه لانه تزوجها ❊,وذلك ان هيرودس كان ارسل فاخذ يوحنا وقذفه في السجن بسبب هروديا امراه فيلبس اخيه التي اتخذها,لان هروذس هو كان بعث فاخذ يحنا واوثقه فا الحبس من اجل هروذياس مره فيلبس اخوه لانه تزوجها,وذلك ان هيرودس كان ارسل فاخذ يوحنا وقذفه فا السجن بسبب هروديا امراه فيلبس اخيه التا اتخذها,88,90,88,90,89.0,56.666666666666664,57.77777777777777,69.10112359550563,73.96464646464645,0,0,0,0
288,Mark 6:18,24494,A,G,Arbache - Sinai ar. 72,Kashouh Family G,لان يحنا كان يقول لهروذس بانه لا يحل لك ان تتخذ مره اخيك ❊,لان يوحنا كان يقول لهرودس انه ليس يحل لك ان تاخذ امراه اخيك,لان يحنا كان يقول لهروذس بانه لا يحل لك ان تتخذ مره اخيك,لان يوحنا كان يقول لهرودس انه ليس يحل لك ان تاخذ امراه اخيك,56,59,56,59,57.5,86.4406779661017,86.4406779661017,90.43478260869566,80.35904640077969,0,0,0,0
289,Mark 6:19,24495,A,G,Arbache - Sinai ar. 72,Kashouh Family G,وان هروذياس حقدت عليه وكانت تريد قتله فلم تستطيع,وان هيروديا كانت تتواعده وكانت تريد قتله ولم تكن تقدر,وان هروذياس حقدت عليه وكانت تريد قتله فلم تستطيع,وان هيروديا كانت تتواعده وكانت تريد قتله ولم تكن تقدر,48,53,48,53,50.5,64.15094339622641,64.15094339622641,71.28712871287128,72.1244557329463,0,0,0,0
290,Mark 6:20,24496,A,G,Arbache - Sinai ar. 72,Kashouh Family G,لان هروذس كان يخاف يحنا لانه كان يعلم انه رجل صديق قديس ❊ وكان يحفظه ويسمع منه ويقبل كثير وباستلذاذ كان يسمع منه ❊,لان هيرودس كان يهاب هوت يوحنا لمعرفته بانه رجل بار فكان يستبقيه ويطيعه في امور كثيره وبالطيب كان يقبل منه,لان هروذس كان يخاف يحنا لانه كان يعلم انه رجل صديق قديس وكان يحفظه ويسمع منه ويقبل كثير وباستلذاذ كان يسمع منه,لان هيرودس كان يهاب هوت يوحنا لمعرفته بانه رجل بار فكان يستبقيه ويطيعه فا امور كثيره وبالطيب كان يقبل منه,110,105,105,110,107.5,49.09090909090909,49.09090909090909,52.093023255813954,72.78499278499278,0,0,0,0
291,Matthew 16:1,23742,A,G,Arbache - Sinai ar. 72,Kashouh Family G,فتقدموا اليه الفريسين والصدوقيين يجربوه ويسلوه ان يريهم علامه من السما ❊,فدنا الاحبار والزنادقه يجربونه ويسالنه ايه من السما ليريهم اياها,فتقدموا اليه الفريسين والصدوقيين يجربوه ويسلوه ان يريهم علامه من السما,فدنا الاحبار والزنادقه يجربونه ويسالنه ايه من السما ليريهم اياها,70,64,64,70,67.0,41.42857142857143,41.42857142857143,58.95522388059702,71.12323633156966,0,0,0,0
292,Matthew 16:2,23743,A,G,Arbache - Sinai ar. 72,Kashouh Family G,اجاب فقال لهم اذا كان العشى تقولون صحوا لان الشمس مُحماره,فاما هو فاجاب وقال لهم اذ كان المسا قلتم انه صحو لان المسا احمرت,اجاب فقال لهم اذا كان العشا تقولون صحوا لان الشمس محماره,فاما هو فاجاب وقال لهم اذ كان المسا قلتم انه صحو لان المسا احمرت,56,64,56,64,60.0,59.375,59.375,72.5,76.76184860736747,0,0,0,0
293,Matthew 16:3,23744,A,G,Arbache - Sinai ar. 72,Kashouh Family G,وبالغداه اليوم شتا لان السما مُحماره كمده ❊ اما وجه السما فتحسنوا تقضوا اما علامات الزمان فليس تستطيعوا ❊,وبالغداه تقولون اليوم يوم شاتي لان السما محمرت بعبوس يا ايها المراون اوجه السما تحسنون ان تختبروه فايات هذا الزمان لا تحسنون ان تميزوه,وبالغداه اليوم شتا لان السما محماره كمده اما وجه السما فتحسنوا تقضوا اما علامات الزمان فليس تستطيعوا,وبالغداه تقولون اليوم يوم شاتا لان السما محمرت بعبوس يا ايها المراون اوجه السما تحسنون ان تختبروه فايات هذا الزمان لا تحسنون ان تميزوه,100,134,100,134,117.0,53.73134328358209,53.73134328358209,62.39316239316239,72.7551373566948,0,0,0,0
294,Matthew 16:4,23745,A,G,Arbache - Sinai ar. 72,Kashouh Family G,ان الجيل السو الفاسق يطلب علامه وليس يُعطا الا علامه يوناس النبى وتركهم ومضا ❊,القبيله الخبيثه الفاجره تبتغي ايه ولن تعطى ايه الا ايه يونس النبي ثم تركم ومضى,ان الجيل السو الفاسق يطلب علامه وليس يعطا الا علامه يوناس النبا وتركهم ومضا,القبيله الخبيثه الفاجره تبتغا ايه ولن تعطا ايه الا ايه يونس النبا ثم تركم ومضا,75,78,75,78,76.5,53.84615384615385,53.84615384615385,63.39869281045751,74.76434676434677,0,0,0,0
295,Luke 15:11,25668,A,G,Arbache - Sinai ar. 72,Kashouh Family G,وانه قال انسان كان له ابنين,ثم قال لهم ايشوع ايضا انه كان لرجل ابنان,وانه قال انسان كان له ابنين,ثم قال لهم ايشوع ايضا انه كان لرجل ابنان,27,40,27,40,33.5,45.0,45.0,53.73134328358209,68.37962962962963,0,0,0,0
296,Luke 15:12,25669,A,G,Arbache - Sinai ar. 72,Kashouh Family G,فقال الشاب منهم لابيه اعطينى ما يصير لى من قسم الغنا فقسم له ماله ❊,فقال له ابنه الاصغر يا ابه اعطنى الحصه التي تصيبني من بيتك فقسم بينهما ماله,فقال الشاب منهم لابيه اعطينا ما يصير لا من قسم الغنا فقسم له ماله,فقال له ابنه الاصغر يا ابه اعطنا الحصه التا تصيبنا من بيتك فقسم بينهما ماله,65,75,65,75,70.0,45.33333333333333,45.33333333333333,57.857142857142854,74.48688476274684,0,0,0,0
297,Luke 15:13,25670,A,G,Arbache - Sinai ar. 72,Kashouh Family G,وبعد ايام قلايل جمع كل شى الابن الشاب وسافر الى بلده بعيده وهناك بذر ماله يعيش شاطر ❊,ومن بعد ايام قلايل جمع ابنه الاصغر كلشي كان له وذهب الى بلده بعيده فبذر هناك ماله اذ يعيش مفرطا,وبعد ايام قلايل جمع كل شا الابن الشاب وسافر الا بلده بعيده وهناك بذر ماله يعيش شاطر,ومن بعد ايام قلايل جمع ابنه الاصغر كلشا كان له وذهب الا بلده بعيده فبذر هناك ماله اذ يعيش مفرطا,83,95,83,95,89.0,58.94736842105262,58.94736842105262,70.78651685393258,77.1677248634779,0,0,0,0
298,Luke 15:14,25671,A,G,Arbache - Sinai ar. 72,Kashouh Family G,فلما انفق كل ما كان له صار جوع شديد فى تلك البلده وبدا ينتقص ❊,فلما افنى كلشي اصابه حدثمجاعه عظيمه وبدا العوز,فلما انفق كل ما كان له صار جوع شديد فا تلك البلده وبدا ينتقص,فلما افنا كلشا اصابه حدثمجاعه عظيمه وبدا العوز,60,46,46,60,53.0,41.66666666666667,43.333333333333336,47.16981132075472,65.99436392914654,0,0,0,0
299,Luke 15:15,25672,A,G,Arbache - Sinai ar. 72,Kashouh Family G,فذهب والتزق الى احد اشراف تلك البلده فارسله الى حقوله يرعا خنازير,وانطلق فصحب واحد من اهل مدينه تلك البلاد وذاك ارسله الى القريه ليرعى الخنازير,فذهب والتزق الا احد اشراف تلك البلده فارسله الا حقوله يرعا خنازير,وانطلق فصحب واحد من اهل مدينه تلك البلاد وذاك ارسله الا القريه ليرعا الخنازير,65,77,65,77,71.0,51.94805194805194,51.94805194805194,61.97183098591549,72.09319416215968,0,0,0,0
300,Luke 15:16,25673,A,G,Arbache - Sinai ar. 72,Kashouh Family G,وكان يشتهى يملا بطنه من الخروب الذى كانت تاكل الخنازير ولم يكُن احد يعطيه,فكان يشتهى ان يملا بطنه من ذلك الخرنوب الذي كانت الخنازير تاكله ولم يكن احد يعطيه,وكان يشتها يملا بطنه من الخروب الذا كانت تاكل الخنازير ولم يكن احد يعطيه,فكان يشتها ان يملا بطنه من ذلك الخرنوب الذا كانت الخنازير تاكله ولم يكن احد يعطيه,72,81,72,81,76.5,75.30864197530865,75.30864197530865,86.27450980392157,79.69411116907204,0,0,0,0
301,Luke 15:17,25674,A,G,Arbache - Sinai ar. 72,Kashouh Family G,فاقبل على نفسه يقول كيف اجرا ابي يفضلون الخبز وانا هاهنا اهلك جوعا ❊,فلما رجع الى نفسه قال كم من الاجره الان في بيت ابي يفضل عنهم الخبز وانا ها هنا اموت جوعا,فاقبل علا نفسه يقول كيف اجرا ابا يفضلون الخبز وانا هاهنا اهلك جوعا,فلما رجع الا نفسه قال كم من الاجره الان فا بيت ابا يفضل عنهم الخبز وانا ها هنا اموت جوعا,66,88,66,88,77.0,60.22727272727273,60.22727272727273,71.42857142857143,70.53030303030302,0,0,0,0
302,Luke 15:18,25675,A,G,Arbache - Sinai ar. 72,Kashouh Family G,اقوم وانصرف الى ابي واقول له يابتاه قد اخطيت فى السما وقدامك,لاقومن واذهبن الى ابي ولاقلولن له يا ابته قد اخطات في السما وامامك,اقوم وانصرف الا ابا واقول له يابتاه قد اخطيت فا السما وقدامك,لاقومن واذهبن الا ابا ولاقلولن له يا ابته قد اخطات فا السما وامامك,60,66,60,66,63.0,77.27272727272727,77.27272727272727,84.12698412698413,74.86531986531986,0,0,0,0
303,Luke 15:19,25676,A,G,Arbache - Sinai ar. 72,Kashouh Family G,وليست باهل ان ادعا لك ابنا اجعلنى كواحد من اجراك,ولست اهلا ان اسمى ابنك اجعلني مثل واحد من اجرايك,وليست باهل ان ادعا لك ابنا اجعلنا كواحد من اجراك,ولست اهلا ان اسما ابنك اجعلنا مثل واحد من اجرايك,48,48,48,48,48.0,70.83333333333334,70.83333333333334,81.25,81.04005167958658,0,0,0,0
